SECClasS_Code;SECCLasS_Title;WBS_L1;WBS_Title_L1;WBS_L2;WBS_Title_L2;WBS_L3;WBS_Title_L3;WBS_Code;WBS_Title;Expected_lifespan;Unit of Measure;Conversion Factor (Kg/m3, Kg/m2, kg/m, kg/u);Unit_Cost;GWP A1-A3 (kgCo2e/m3, kgCo2e/m2, kgCo2e/m, kgCo2e/u);Concrete (%);Clay bricks (%);Ceramic Tiles (%);Ceramic (%);Wood (%);Glass (%);Plastics (%);Bituminous material (%);Copper (%);Aluminium (%);Steel (%);Metal (%);Stone (%);Cork (%);Expanded polystyrene (EPS) (%);Extruded polystyrene foam (XPS) (%);Asbestos (%);Gypsum (%);Adobe (%);Teste (%);Fiberglass (%)
Ss_30_42_40;Sistemas de piso de pista de gelo - Ice rink floor systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;02_01_06_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_52;sistemas de base de piso e pisos de mastique asfáltico - Mastic asphalt flooring and floor underlay systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_52_50;Sistemas de piso de asfalto de mástique - Mastic asphalt flooring systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;02_01_03_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_52_52;Sistemas de camada inferior de piso de asfalto de mástique - Mastic asphalt floor underlay systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;02_01_03_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_54;Sistemas de piso monolítico - Monolithic flooring systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_54_75;Sistemas de piso de resina - Resin flooring systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_56;Sistemas de piso de pedra natural - Natural stone flooring systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_56_56;Sistemas de piso de laje de pedra natural - Natural stone slab flooring systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_56_57;Sistemas de piso de ladrilho de pedra natural - Natural stone tile flooring systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_72;Sistemas de revestimento de pisos têxteis resilientes - Resilient and textile floor covering systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_72_05;Sistemas de carpete com fixação por adesivo - Adhesive-fixed rolled carpet systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_72_10;Sistemas de ladrilhos de carpete - Carpet tile systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_72_25;Sistemas de carpete fixo - Edge-fixed carpet systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_72_72;Sistemas de revestimento de piso de folha resiliente - Resilient sheet floor covering systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_72_75;Sistemas de revestimento de pisos de ladrilhos resilientes - Resilient tile floor covering systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_90;Sistemas de piso de mosaico de marmorite - Terrazzo floor tiling and screed systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_42_90_90;Sistemas de revestimento de piso de marmorite - Terrazzo floor covering systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_45;Sistemas de cobertura e acabamento de pavimentos - Pavement covering and finishing systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;01_05_02_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_47;Sistemas de cobertura e acabamento de teto e cornijas - Ceiling and soffit covering and finishing systems;02_;Core;02_01_;Fittings and furnishings;02_01_06_;Wall and ceiling finishes and coatings;02_05_03_;Wall and ceiling finishes and coatings;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60;Sistemas de acessórios para cobertura, piso e pavimento - Roof, floor and paving accessory systems;02_;Core;;;;;02_05_03_;Core;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_30;Sistemas de piso / pavimento - Floor feature systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;02_05_03_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_30_26;Entrance matting systems - Entrance matting systems;02_;Core;02_01_;Fittings and furnishings;02_01_03_;Floor finishes, coverings and coatings;02_05_03_;Floor finishes, coverings and coatings;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50;Sistemas de impermeabilização de chapa de metal de cobertura - Metal sheet roof flashing systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;02_05_03_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_03;Sistemas de impermeabilização de cobertura de alumínio - Aluminium roof flashing systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;03_02_01_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_04;Sistemas de proteção contra os agentes do clima de cobertura de alumínio - Aluminium roof weathering systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;03_02_01_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_11;Sistemas de impermeabilização de cobertura de aço carbono - Carbon steel roof flashing systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;03_02_01_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_12;Sistemas de proteção contra os agentes do clima de cobertura de aço carbono - Carbon steel roof weathering systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;03_02_01_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_19;Sistemas de cobertura de cobre - Copper roof flashing systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;03_02_01_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_20;Sistemas de proteção contra os agentes do clima de cobertura de cobre - Copper roof weathering systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;03_02_01_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_47;Sistemas de impermeabilização de cobertura de chumbo - Lead roof flashing systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;03_02_01_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_48;Sistemas de proteção contra os agentes do clima de cobertura de chumbo - Lead roof weathering systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;03_02_01_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_84;Sistemas de impermeabilização de cobertura de aço inoxidável - Stainless steel roof flashing systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;03_02_01_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_85;Sistemas de de proteção contra os agentes do clima de cobertura de aço inoxidável - Stainless steel roof weathering systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;02_05_03_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_98;Sistemas de cobertura de zinco - Zinc roof flashing systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;02_05_03_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_50_99;Sistemas de proteção contra os agentes do clima de cobertura de zinco - Zinc roof weathering systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;02_05_03_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_60_70;Sistemas de recursos de cobertura - Roof feature systems;01_;Shell;01_05_;Roof;01_05_02_;Weatherproofing;02_05_03_;Weatherproofing;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75;Sistemas de drenagem de cobertura, piso e pavimento - Roof, floor and paving drainage systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;02_05_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_40;Sistemas de canais de drenagem de superfície - Surface drainage channel systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;02_05_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_40_30;Sistemas de grelhas de pavimento - Footway grating systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;02_05_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_40_50;Sistemas de caleiras de drenagem de superfície de várias unidades - Multi unit surface drainage channel systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;02_05_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_40_75;Sistemas de caleiras de drenagem de superfície de unidade única - Single unit surface drainage channel systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;02_05_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_45;Sistemas de separação de tráfego e lancis - Kerb and traffic separation systems;03_;External works;03_02_;Landscaping;03_02_01_;Paving and other hard surfacing;;Paving and other hard surfacing;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_45_03;Sistemas de lancil asfáltico - Asphalt kerb systems;03_;External works;03_02_;Landscaping;03_02_01_;Paving and other hard surfacing;01_04_03_;Paving and other hard surfacing;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_45_15;Sistemas de lancil de betão - Concrete kerb systems;03_;External works;03_02_;Landscaping;03_02_01_;Paving and other hard surfacing;01_04_03_;Paving and other hard surfacing;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_45_20;Sistemas de pavimentação de marcação - Demarcation paving systems;03_;External works;03_02_;Landscaping;03_02_01_;Paving and other hard surfacing;01_04_03_;Paving and other hard surfacing;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_45_45;Sistemas de lancil ligeiro - Light-duty kerb systems;03_;External works;03_02_;Landscaping;03_02_01_;Paving and other hard surfacing;01_04_03_;Paving and other hard surfacing;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_45_55;Sistemas de acalmia de tráfego de unidades múltiplas - Multi unit traffic calming systems;03_;External works;03_02_;Landscaping;03_02_01_;Paving and other hard surfacing;01_04_03_;Paving and other hard surfacing;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_45_65;Sistemas de lancil de betão pré-moldado - Precast kerb systems;03_;External works;03_02_;Landscaping;03_02_01_;Paving and other hard surfacing;01_04_03_;Paving and other hard surfacing;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_45_80;Sistemas de controlo de tráfego de tráfego de unidade única - Single unit traffic calming systems;03_;External works;03_02_;Landscaping;03_02_01_;Paving and other hard surfacing;01_04_03_;Paving and other hard surfacing;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_45_85;Sistemas de lancil de tráfego - Traffic kerb systems;03_;External works;03_02_;Landscaping;03_02_01_;Paving and other hard surfacing;01_04_03_;Paving and other hard surfacing;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_45_86;Sistemas de separação de tráfego - Traffic separation systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;01_04_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_50;Sistemas de revestimento de calhas de chapa de metal - Metal sheet gutter lining systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;01_04_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_50_05;Sistemas de caleiras em chapade alumínio - Aluminium sheet gutter lining systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;01_04_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_50_11;Sistemas de caleiras em chapa de aço carbono - Carbon steel sheet gutter lining systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;01_04_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_50_15;Sistemas de caleiras de chapa de cobre - Copper sheet gutter lining systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;01_04_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_50_45;Sistemas de caleiras de chapa de chumbo - Lead sheet gutter lining systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;01_04_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_50_75;Sistemas de caleiras em chapa de aço inoxidável - Stainless steel sheet gutter lining systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;01_04_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_50_95;Sistemas de caleiras de chapa de zinco - Zinc sheet gutter lining systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;01_04_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_75_85;Steam FF&E systems - Steam FF&E systems;02_;Core;02_05_;Sanitary systems;02_05_03_;Drainage system;01_04_03_;Drainage system;25;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_30_95;Sistemas temporários de cobertura, piso e pavimento - Temporary roof, floor and paving systems;02_;Core;;;;;01_04_03_;Core;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32;Sistemas de impermeabilização, resistência à humidade e acabamento de gesso - Damp-proofing, waterproofing and plaster-finishing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20;Sistemas de impermeabilização - Damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_20;Sistemas de barreira de humidade em paredes - Damp-proof course renewal and insertion systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_20_15;Sistemas de impermeabilização à prova de humidade por injeção química - Chemical injection damp-proof course systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_20_62;Sistemas de impermeabilização horizontal à prova de humidade de inserção física - Physical insertion horizontal damp-proof course systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_20_63;Physical insertion horizontal or stepped cavity tray systems - Physical insertion horizontal or stepped cavity tray systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_20_64;Physical insertion proprietary rising damp remedial systems - Physical insertion proprietary rising damp remedial systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_20_65;Sistemas de impermeabilização vertical de inserção física - Physical insertion vertical damp-proof course systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30;Sistemas de impermeabilização de pavimentos - Floor damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_10;Sistemas de impermeabilização de pavimentos de argamassa cimentícia - Cementitious mortar slurry floor damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_15;Sistemas de impermeabilização de pavimento líquido aplicado a frio - Cold-applied liquid floor damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_30;Sistemas de impermeabilização de membrana de betume aderente sobre a laje - Fully bonded bitumen membrane overslab damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_35;Sistemas de impermeabilização de membrana de betume aderente sob a laje - Fully bonded bitumen membrane underslab damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_40;Sistemas de impermeabilização de piso líquida aplicada a quente - Hot-applied liquid floor damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_45;Sistemas de impermeabilização de membrana de betume não-aderente sobre a laje - Loose-laid bitumen membrane overslab damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_46;Sistemas de impermeabilização de membrana de betume não-aderente sob a laje - Loose-laid bitumen membrane underslab damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_48;Sistemas de impermeabilização do local com membrana de polietileno não-aderente - Loose-laid polyethylene membrane oversite damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_50;Sistemas de impermeabilização de membrana de polietileno solta - Loose-laid polyethylene membrane overslab damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_51;Sistemas de impermeabilização de polietileno - Loose-laid polyethylene membrane underslab damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_55;Sistemas de impermeabilização de pisos de asfalto mástique - Mastic asphalt floor damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_60;Sistemas de impermeabilização de piso de membrana de plástico - Plastics studded membrane floor damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_65;Sistemas de impermeabilização da membrana pré-aplicada - Pre-applied anchored membrane underslab damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_30_75;Sistemas de impermeabilização de piso de membrana de betume autoadesiva - Self-adhesive bitumen membrane floor damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_95;Sistemas de impermeabilização de paredes - Wall damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_95_10;Sistemas de impermeabilização da parede interna de argamassa cimentícia - Cementitious mortar slurry internal wall damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_95_15;Sistemas de impermeabilização de parede interna líquidos aplicados a frio - Cold-applied liquid internal wall damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_20_95_65;Sistemas de impermeabilização da parede interna com membrana de plástico - Plastics studded membrane internal wall damp-proofing systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_46;Sistemas de ripas e gesso - Lath and plaster systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_32_46_50;Tornos metálicos e sistemas de reforço de malha ancorada - Metal lathing and anchored mesh reinforcement systems;01_;Shell;01_04_;Facades;01_04_03_;External paints, coatings and renders;01_04_03_;External paints, coatings and renders;10;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
